customer_id,menu_id,rating,age,avg_budget,gender_encoded,preferred_time_encoded,price,popularity,category_encoded
C0061,M011,1,45,207.62,1,1,113.87,4.6,1
C0135,M040,1,57,336.64,0,1,31.02,4.4,0
C0331,M019,1,41,230.88,1,3,106.03,4.0,1
C0329,M013,0,41,50.0,1,0,37.85,2.8,1
C0211,M044,1,38,377.07,1,1,22.4,4.2,0
C0451,M019,1,36,436.74,0,3,106.03,4.0,1
C0293,M016,0,39,156.59,0,3,118.34,2.7,1
C0111,M012,0,25,342.45,0,3,77.59,3.3,1
C0133,M020,1,64,334.59,0,3,88.49,3.1,1
C0132,M005,0,49,262.3,1,1,34.2,5.0,1
C0098,M044,1,19,168.89,1,0,22.4,4.2,0
C0230,M010,1,30,377.09,0,3,73.6,4.9,1
C0251,M043,1,23,83.99,0,3,34.4,4.4,0
C0063,M008,1,28,222.6,1,3,84.02,4.2,1
C0397,M041,1,60,258.75,1,0,32.56,4.9,0
C0234,M010,1,54,251.01,1,1,73.6,4.9,1
C0015,M003,1,20,170.85,0,4,118.59,4.6,1
C0424,M046,1,36,367.43,0,2,34.35,3.1,0
C0377,M033,1,56,316.25,0,3,23.34,4.7,2
C0474,M037,1,29,398.27,0,1,57.51,3.8,0
C0032,M021,1,41,192.41,1,3,32.13,4.5,2
C0319,M033,1,57,167.02,1,1,23.34,4.7,2
C0240,M021,1,33,481.61,0,0,32.13,4.5,2
C0359,M003,1,31,351.61,0,0,118.59,4.6,1
C0089,M034,1,36,388.75,0,3,16.74,4.9,2
C0305,M006,1,62,282.02,1,4,78.26,4.9,1
C0345,M037,1,28,280.2,0,0,57.51,3.8,0
C0396,M004,1,57,214.81,0,2,111.87,3.1,1
C0316,M046,1,64,368.4,0,2,34.35,3.1,0
C0405,M033,0,43,453.1,0,0,23.34,4.7,2
C0171,M023,1,50,419.05,1,3,37.23,3.5,2
C0075,M030,1,19,117.04,0,2,16.95,3.2,2
C0001,M027,1,56,205.98,1,4,15.0,4.3,2
C0130,M017,1,48,150.34,1,0,92.38,4.5,1
C0017,M039,1,56,87.86,1,1,32.24,3.0,0
C0327,M021,1,47,202.61,1,3,32.13,4.5,2
C0093,M033,1,18,208.46,0,0,23.34,4.7,2
C0003,M038,1,38,276.58,1,1,64.32,3.1,0
C0034,M008,1,62,283.53,1,1,84.02,4.2,1
C0496,M027,1,20,129.98,1,1,15.0,4.3,2
C0482,M039,1,56,240.03,0,1,32.24,3.0,0
C0222,M005,1,24,126.13,0,1,34.2,5.0,1
C0217,M043,1,24,78.03,0,4,34.4,4.4,0
C0059,M036,1,19,76.65,0,2,30.04,5.0,0
C0303,M020,1,43,265.37,1,1,88.49,3.1,1
C0424,M041,1,36,367.43,0,2,32.56,4.9,0
C0193,M006,1,53,294.14,0,1,78.26,4.9,1
C0097,M034,1,43,251.04,1,3,16.74,4.9,2
C0204,M045,1,29,385.4,0,0,45.15,3.1,0
C0262,M027,0,40,265.46,1,1,15.0,4.3,2
C0419,M040,1,43,228.49,1,0,31.02,4.4,0
C0420,M027,1,45,161.48,1,4,15.0,4.3,2
C0078,M029,1,19,165.08,0,0,22.0,3.2,2
C0382,M036,1,55,316.33,1,0,30.04,5.0,0
C0065,M037,1,56,229.35,1,1,57.51,3.8,0
C0247,M008,0,34,235.47,0,1,84.02,4.2,1
C0185,M010,1,60,272.48,1,3,73.6,4.9,1
C0290,M005,1,49,335.89,0,3,34.2,5.0,1
C0217,M033,1,24,78.03,0,4,23.34,4.7,2
C0329,M021,0,41,50.0,1,0,32.13,4.5,2
C0128,M010,1,50,202.25,1,4,73.6,4.9,1
C0375,M040,1,32,298.73,0,1,31.02,4.4,0
C0368,M008,1,42,384.11,0,1,84.02,4.2,1
C0327,M018,1,47,202.61,1,3,22.11,3.3,1
C0135,M031,0,57,336.64,0,1,15.0,4.2,2
C0128,M005,0,50,202.25,1,4,34.2,5.0,1
C0237,M020,1,64,366.09,0,4,88.49,3.1,1
C0400,M002,1,59,285.37,0,1,83.59,4.5,1
C0417,M015,1,50,336.44,0,4,48.73,4.3,1
C0421,M004,0,57,455.87,0,3,111.87,3.1,1
C0050,M004,1,31,373.61,0,1,111.87,3.1,1
C0350,M027,1,57,268.37,1,2,15.0,4.3,2
C0459,M010,1,61,221.6,1,1,73.6,4.9,1
C0175,M005,1,36,416.32,0,1,34.2,5.0,1
C0234,M008,1,54,251.01,1,1,84.02,4.2,1
C0038,M028,1,25,163.32,1,2,15.0,3.1,2
C0480,M007,1,53,191.94,0,4,104.55,2.6,1
C0499,M006,1,27,321.75,0,4,78.26,4.9,1
C0248,M034,1,30,139.94,0,2,16.74,4.9,2
C0231,M011,1,45,241.3,0,3,113.87,4.6,1
C0327,M002,1,47,202.61,1,3,83.59,4.5,1
C0292,M043,1,59,333.63,1,3,34.4,4.4,0
C0324,M040,1,39,280.57,1,1,31.02,4.4,0
C0450,M020,0,38,376.99,1,2,88.49,3.1,1
C0034,M012,1,62,283.53,1,1,77.59,3.3,1
C0446,M010,1,33,342.03,0,2,73.6,4.9,1
C0182,M015,0,54,93.83,0,3,48.73,4.3,1
C0364,M042,1,57,325.81,0,1,37.48,4.7,0
C0277,M035,1,32,388.61,0,1,48.1,2.9,2
C0465,M014,1,56,299.39,0,1,95.03,2.7,1
C0405,M044,0,43,453.1,0,0,22.4,4.2,0
C0295,M015,1,31,178.15,0,3,48.73,4.3,1
C0365,M045,1,25,96.19,1,0,45.15,3.1,0
C0473,M018,1,29,325.6,0,1,22.11,3.3,1
C0019,M037,1,19,119.91,0,4,57.51,3.8,0
C0220,M035,1,54,268.56,0,1,48.1,2.9,2
C0363,M041,1,42,228.38,1,2,32.56,4.9,0
C0250,M010,1,52,217.72,1,4,73.6,4.9,1
C0009,M033,1,50,269.36,0,1,23.34,4.7,2
C0192,M015,1,38,358.13,0,3,48.73,4.3,1
C0340,M004,1,36,199.8,1,2,111.87,3.1,1
C0359,M023,1,31,351.61,0,0,37.23,3.5,2
C0242,M032,1,25,219.17,0,1,15.0,3.0,2
C0468,M009,1,23,207.57,1,3,93.4,4.9,1
C0233,M002,1,50,267.93,1,3,83.59,4.5,1
C0310,M006,0,56,296.09,0,3,78.26,4.9,1
C0108,M010,0,52,95.23,0,3,73.6,4.9,1
C0367,M010,1,50,251.47,1,2,73.6,4.9,1
C0275,M003,1,56,334.67,1,4,118.59,4.6,1
C0304,M027,1,19,229.86,0,0,15.0,4.3,2
C0269,M012,1,49,249.87,1,1,77.59,3.3,1
C0093,M030,1,18,208.46,0,0,16.95,3.2,2
C0117,M008,0,44,95.09,1,1,84.02,4.2,1
C0381,M046,1,22,132.62,0,0,34.35,3.1,0
C0094,M014,1,40,319.87,1,1,95.03,2.7,1
C0144,M045,1,40,231.05,0,0,45.15,3.1,0
C0340,M030,1,36,199.8,1,2,16.95,3.2,2
C0071,M027,1,49,400.89,0,1,15.0,4.3,2
C0222,M020,1,24,126.13,0,1,88.49,3.1,1
C0065,M036,1,56,229.35,1,1,30.04,5.0,0
C0041,M019,0,59,182.86,0,3,106.03,4.0,1
C0041,M029,0,59,182.86,0,3,22.0,3.2,2
C0464,M024,1,42,334.57,0,4,18.17,3.7,2
C0376,M010,1,47,334.35,1,0,73.6,4.9,1
C0476,M023,1,62,290.82,1,1,37.23,3.5,2
C0014,M036,1,61,188.56,0,3,30.04,5.0,0
C0495,M015,1,57,125.36,0,1,48.73,4.3,1
C0259,M021,1,52,267.49,1,2,32.13,4.5,2
C0337,M021,1,28,133.06,0,3,32.13,4.5,2
C0105,M002,1,28,385.4,0,0,83.59,4.5,1
C0322,M041,1,51,145.23,1,1,32.56,4.9,0
C0210,M009,1,42,214.26,1,0,93.4,4.9,1
C0157,M001,1,45,181.4,1,3,111.94,4.3,1
C0158,M027,1,43,317.2,1,1,15.0,4.3,2
C0241,M033,1,40,425.18,0,3,23.34,4.7,2
C0300,M002,1,52,200.37,0,1,83.59,4.5,1
C0107,M027,1,52,238.56,1,3,15.0,4.3,2
C0126,M041,1,48,309.23,0,3,32.56,4.9,0
C0345,M001,1,28,280.2,0,0,111.94,4.3,1
C0128,M030,0,50,202.25,1,4,16.95,3.2,2
C0433,M021,1,25,159.25,1,3,32.13,4.5,2
C0459,M025,1,61,221.6,1,1,34.2,5.0,2
C0459,M005,0,61,221.6,1,1,34.2,5.0,1
C0231,M017,1,45,241.3,0,3,92.38,4.5,1
C0136,M045,1,56,334.3,1,1,45.15,3.1,0
C0295,M020,1,31,178.15,0,3,88.49,3.1,1
C0415,M031,1,41,154.46,1,3,15.0,4.2,2
C0222,M021,1,24,126.13,0,1,32.13,4.5,2
C0301,M041,1,32,379.97,1,4,32.56,4.9,0
C0126,M025,1,48,309.23,0,3,34.2,5.0,2
C0448,M033,1,35,209.95,0,1,23.34,4.7,2
C0138,M023,1,42,114.65,1,2,37.23,3.5,2
C0174,M006,1,27,352.46,1,3,78.26,4.9,1
C0445,M022,1,31,424.98,1,4,25.47,5.0,2
C0303,M007,1,43,265.37,1,1,104.55,2.6,1
C0244,M038,1,45,377.13,1,0,64.32,3.1,0
C0416,M043,1,41,272.17,0,1,34.4,4.4,0
C0016,M006,1,26,383.25,0,1,78.26,4.9,1
C0431,M012,1,47,155.8,1,0,77.59,3.3,1
C0400,M015,1,59,285.37,0,1,48.73,4.3,1
C0305,M019,1,62,282.02,1,4,106.03,4.0,1
C0024,M034,1,19,88.96,1,1,16.74,4.9,2
C0208,M018,1,64,411.98,1,4,22.11,3.3,1
C0218,M022,0,26,261.65,1,2,25.47,5.0,2
C0415,M020,0,41,154.46,1,3,88.49,3.1,1
C0272,M003,1,40,453.14,1,1,118.59,4.6,1
C0009,M027,1,50,269.36,0,1,15.0,4.3,2
C0159,M007,1,40,392.5,1,1,104.55,2.6,1
C0051,M035,1,56,237.96,0,3,48.1,2.9,2
C0013,M022,1,45,267.77,1,2,25.47,5.0,2
C0067,M031,1,30,50.0,0,1,15.0,4.2,2
C0433,M025,1,25,159.25,1,3,34.2,5.0,2
C0233,M027,1,50,267.93,1,3,15.0,4.3,2
C0096,M006,1,33,355.61,0,1,78.26,4.9,1
C0067,M001,0,30,50.0,0,1,111.94,4.3,1
C0148,M033,1,54,99.57,1,4,23.34,4.7,2
C0209,M026,1,33,120.8,1,2,28.14,4.4,2
C0117,M024,0,44,95.09,1,1,18.17,3.7,2
C0437,M041,1,49,324.85,1,3,32.56,4.9,0
C0019,M005,1,19,119.91,0,4,34.2,5.0,1
C0402,M041,1,46,235.32,0,1,32.56,4.9,0
C0433,M040,1,25,159.25,1,3,31.02,4.4,0
C0292,M006,1,59,333.63,1,3,78.26,4.9,1
C0125,M014,1,54,240.07,0,3,95.03,2.7,1
C0174,M036,1,27,352.46,1,3,30.04,5.0,0
C0498,M005,0,34,240.55,0,2,34.2,5.0,1
C0221,M026,1,55,342.35,0,2,28.14,4.4,2
C0080,M046,1,21,53.0,1,4,34.35,3.1,0
C0114,M045,1,39,314.7,1,4,45.15,3.1,0
C0493,M030,1,57,247.2,1,3,16.95,3.2,2
C0054,M017,0,21,98.75,1,1,92.38,4.5,1
C0166,M036,1,29,484.37,0,1,30.04,5.0,0
C0077,M035,0,49,234.61,0,2,48.1,2.9,2
C0066,M028,0,44,286.88,0,4,15.0,3.1,2
C0394,M021,1,60,201.59,0,0,32.13,4.5,2
C0418,M042,1,39,115.51,0,4,37.48,4.7,0
C0301,M015,1,32,379.97,1,4,48.73,4.3,1
C0385,M016,1,25,257.26,1,2,118.34,2.7,1
C0176,M032,1,22,150.51,0,3,15.0,3.0,2
C0403,M016,1,31,201.04,0,1,118.34,2.7,1
C0317,M015,1,53,439.95,1,3,48.73,4.3,1
C0228,M008,0,45,249.63,0,1,84.02,4.2,1
C0242,M003,1,25,219.17,0,1,118.59,4.6,1
C0287,M024,1,64,161.9,0,3,18.17,3.7,2
C0186,M036,1,34,237.73,0,4,30.04,5.0,0
C0160,M005,1,18,116.13,1,3,34.2,5.0,1
C0061,M016,1,45,207.62,1,1,118.34,2.7,1
C0088,M040,1,53,284.52,1,0,31.02,4.4,0
C0262,M023,1,40,265.46,1,1,37.23,3.5,2
C0266,M009,1,18,117.54,1,1,93.4,4.9,1
C0239,M003,1,18,210.02,1,1,118.59,4.6,1
C0338,M035,1,61,293.47,0,3,48.1,2.9,2
C0285,M034,1,30,337.56,0,1,16.74,4.9,2
C0240,M027,1,33,481.61,0,0,15.0,4.3,2
C0119,M011,1,45,318.01,1,0,113.87,4.6,1
C0250,M016,1,52,217.72,1,4,118.34,2.7,1
C0065,M014,1,56,229.35,1,1,95.03,2.7,1
C0256,M025,1,39,435.39,0,3,34.2,5.0,2
C0460,M039,1,47,270.6,0,3,32.24,3.0,0
C0039,M032,1,41,324.45,0,3,15.0,3.0,2
C0009,M029,1,50,269.36,0,1,22.0,3.2,2
C0326,M011,0,21,118.7,0,3,113.87,4.6,1
C0018,M002,1,43,339.55,1,2,83.59,4.5,1
C0451,M022,0,36,436.74,0,3,25.47,5.0,2
C0326,M010,1,21,118.7,0,3,73.6,4.9,1
C0282,M022,1,37,379.64,0,4,25.47,5.0,2
C0313,M020,1,42,267.46,1,3,88.49,3.1,1
C0263,M029,1,54,323.93,1,3,22.0,3.2,2
C0411,M017,1,28,293.45,0,4,92.38,4.5,1
C0405,M025,1,43,453.1,0,0,34.2,5.0,2
C0413,M027,1,51,262.91,0,3,15.0,4.3,2
C0467,M028,1,21,205.15,0,1,15.0,3.1,2
C0003,M019,1,38,276.58,1,1,106.03,4.0,1
C0008,M029,1,38,354.26,0,3,22.0,3.2,2
C0221,M004,1,55,342.35,0,2,111.87,3.1,1
C0439,M017,1,20,186.08,0,1,92.38,4.5,1
C0323,M035,1,62,289.73,0,3,48.1,2.9,2
C0281,M025,1,34,298.53,1,0,34.2,5.0,2
C0182,M035,1,54,93.83,0,3,48.1,2.9,2
C0443,M001,1,64,318.96,1,1,111.94,4.3,1
C0394,M031,1,60,201.59,0,0,15.0,4.2,2
C0019,M009,1,19,119.91,0,4,93.4,4.9,1
C0477,M040,1,34,115.91,1,1,31.02,4.4,0
C0271,M024,1,29,243.67,1,2,18.17,3.7,2
C0354,M027,1,28,450.5,1,4,15.0,4.3,2
C0379,M032,0,50,255.73,0,1,15.0,3.0,2
C0391,M001,1,28,288.8,1,0,111.94,4.3,1
C0004,M024,1,28,276.59,1,1,18.17,3.7,2
C0364,M001,1,57,325.81,0,1,111.94,4.3,1
C0166,M040,1,29,484.37,0,1,31.02,4.4,0
C0496,M022,1,20,129.98,1,1,25.47,5.0,2
C0071,M011,1,49,400.89,0,1,113.87,4.6,1
C0190,M034,0,62,112.69,1,1,16.74,4.9,2
C0125,M013,1,54,240.07,0,3,37.85,2.8,1
C0497,M032,1,54,328.86,1,1,15.0,3.0,2
C0188,M003,1,43,212.84,1,2,118.59,4.6,1
C0136,M023,1,56,334.3,1,1,37.23,3.5,2
C0087,M041,1,23,189.48,0,1,32.56,4.9,0
C0015,M012,1,20,170.85,0,4,77.59,3.3,1
C0443,M008,1,64,318.96,1,1,84.02,4.2,1
C0124,M024,1,58,307.12,1,1,18.17,3.7,2
C0063,M020,1,28,222.6,1,3,88.49,3.1,1
C0180,M046,1,52,332.6,0,3,34.35,3.1,0
C0120,M001,1,36,339.43,1,1,111.94,4.3,1
C0277,M020,1,32,388.61,0,1,88.49,3.1,1
C0498,M015,1,34,240.55,0,2,48.73,4.3,1
C0421,M029,1,57,455.87,0,3,22.0,3.2,2
C0188,M036,1,43,212.84,1,2,30.04,5.0,0
C0455,M031,1,20,72.17,0,3,15.0,4.2,2
C0058,M010,1,45,315.9,1,2,73.6,4.9,1
C0290,M025,1,49,335.89,0,3,34.2,5.0,2
C0387,M012,1,62,319.57,0,3,77.59,3.3,1
C0002,M026,1,25,351.54,0,3,28.14,4.4,2
C0035,M039,1,58,182.53,1,3,32.24,3.0,0
C0240,M027,1,33,481.61,0,0,15.0,4.3,2
C0329,M030,1,41,50.0,1,0,16.95,3.2,2
C0051,M017,1,56,237.96,0,3,92.38,4.5,1
C0105,M035,1,28,385.4,0,0,48.1,2.9,2
C0351,M032,0,19,269.49,1,0,15.0,3.0,2
C0335,M002,1,55,292.27,1,1,83.59,4.5,1
C0049,M041,1,31,346.78,1,1,32.56,4.9,0
C0357,M029,1,57,296.34,0,1,22.0,3.2,2
C0092,M028,1,57,52.42,0,3,15.0,3.1,2
C0033,M022,0,43,257.71,0,3,25.47,5.0,2
C0076,M006,1,54,250.31,1,1,78.26,4.9,1
C0471,M009,1,55,238.1,0,2,93.4,4.9,1
C0084,M004,1,39,297.81,1,3,111.87,3.1,1
C0244,M003,1,45,377.13,1,0,118.59,4.6,1
C0451,M005,1,36,436.74,0,3,34.2,5.0,1
C0138,M004,0,42,114.65,1,2,111.87,3.1,1
C0426,M032,1,46,204.11,1,1,15.0,3.0,2
C0196,M026,1,56,152.35,1,1,28.14,4.4,2
C0089,M019,1,36,388.75,0,3,106.03,4.0,1
C0134,M046,1,34,305.14,0,1,34.35,3.1,0
C0073,M032,0,56,96.5,0,2,15.0,3.0,2
C0086,M032,1,26,354.35,1,0,15.0,3.0,2
C0111,M022,0,25,342.45,0,3,25.47,5.0,2
C0259,M027,1,52,267.49,1,2,15.0,4.3,2
C0412,M032,1,44,314.59,0,1,15.0,3.0,2
C0329,M010,0,41,50.0,1,0,73.6,4.9,1
C0418,M039,1,39,115.51,0,4,32.24,3.0,0
C0406,M004,1,38,352.4,0,3,111.87,3.1,1
C0448,M041,0,35,209.95,0,1,32.56,4.9,0
C0469,M037,1,35,434.67,0,0,57.51,3.8,0
C0216,M045,1,55,256.62,1,3,45.15,3.1,0
C0496,M025,1,20,129.98,1,1,34.2,5.0,2
C0202,M015,1,39,302.1,0,1,48.73,4.3,1
C0148,M022,1,54,99.57,1,4,25.47,5.0,2
C0471,M037,1,55,238.1,0,2,57.51,3.8,0
C0298,M045,1,47,267.12,0,1,45.15,3.1,0
C0394,M023,0,60,201.59,0,0,37.23,3.5,2
C0392,M026,1,23,166.32,1,1,28.14,4.4,2
C0138,M021,1,42,114.65,1,2,32.13,4.5,2
C0154,M009,1,33,363.39,1,0,93.4,4.9,1
C0106,M030,1,42,393.09,0,2,16.95,3.2,2
C0206,M042,1,45,328.72,1,1,37.48,4.7,0
C0131,M045,1,20,105.81,1,2,45.15,3.1,0
C0431,M002,1,47,155.8,1,0,83.59,4.5,1
C0366,M019,1,55,169.35,0,2,106.03,4.0,1
C0004,M025,1,28,276.59,1,1,34.2,5.0,2
C0226,M023,1,44,368.03,1,1,37.23,3.5,2
C0237,M003,1,64,366.09,0,4,118.59,4.6,1
C0287,M004,1,64,161.9,0,3,111.87,3.1,1
C0135,M020,0,57,336.64,0,1,88.49,3.1,1
C0178,M007,1,49,254.87,0,2,104.55,2.6,1
C0178,M022,1,49,254.87,0,2,25.47,5.0,2
C0043,M027,1,26,149.18,0,1,15.0,4.3,2
C0090,M029,1,37,360.55,0,1,22.0,3.2,2
C0313,M005,1,42,267.46,1,3,34.2,5.0,1
C0094,M032,1,40,319.87,1,1,15.0,3.0,2
C0164,M006,1,56,296.23,1,1,78.26,4.9,1
C0126,M004,0,48,309.23,0,3,111.87,3.1,1
C0367,M033,1,50,251.47,1,2,23.34,4.7,2
C0210,M018,1,42,214.26,1,0,22.11,3.3,1
C0349,M037,1,40,137.98,0,4,57.51,3.8,0
C0490,M036,1,51,242.32,1,3,30.04,5.0,0
C0355,M042,1,26,249.16,0,1,37.48,4.7,0
C0386,M009,1,29,244.74,0,1,93.4,4.9,1
C0235,M015,1,53,287.89,1,0,48.73,4.3,1
C0157,M040,1,45,181.4,1,3,31.02,4.4,0
C0400,M008,1,59,285.37,0,1,84.02,4.2,1
C0330,M018,1,53,304.77,1,1,22.11,3.3,1
C0247,M022,1,34,235.47,0,1,25.47,5.0,2
C0202,M041,1,39,302.1,0,1,32.56,4.9,0
C0062,M027,1,47,291.06,0,1,15.0,4.3,2
C0425,M036,1,49,430.52,0,1,30.04,5.0,0
C0172,M024,1,27,250.16,0,3,18.17,3.7,2
C0009,M037,1,50,269.36,0,1,57.51,3.8,0
C0016,M035,1,26,383.25,0,1,48.1,2.9,2
C0375,M013,1,32,298.73,0,1,37.85,2.8,1
C0154,M046,1,33,363.39,1,0,34.35,3.1,0
C0002,M039,1,25,351.54,0,3,32.24,3.0,0
C0131,M030,1,20,105.81,1,2,16.95,3.2,2
C0397,M026,0,60,258.75,1,0,28.14,4.4,2
C0323,M046,1,62,289.73,0,3,34.35,3.1,0
C0294,M022,1,51,234.68,0,1,25.47,5.0,2
C0458,M013,1,51,76.41,0,1,37.85,2.8,1
C0076,M023,1,54,250.31,1,1,37.23,3.5,2
C0467,M001,0,21,205.15,0,1,111.94,4.3,1
C0416,M011,1,41,272.17,0,1,113.87,4.6,1
C0042,M031,1,24,134.54,1,3,15.0,4.2,2
C0405,M046,1,43,453.1,0,0,34.35,3.1,0
C0287,M027,1,64,161.9,0,3,15.0,4.3,2
C0289,M020,1,20,152.19,0,0,88.49,3.1,1
C0366,M008,1,55,169.35,0,2,84.02,4.2,1
C0066,M040,1,44,286.88,0,4,31.02,4.4,0
C0074,M024,1,34,297.35,1,3,18.17,3.7,2
C0300,M027,1,52,200.37,0,1,15.0,4.3,2
C0159,M015,1,40,392.5,1,1,48.73,4.3,1
C0409,M040,1,58,233.2,1,1,31.02,4.4,0
C0135,M039,1,57,336.64,0,1,32.24,3.0,0
C0497,M023,1,54,328.86,1,1,37.23,3.5,2
C0237,M008,1,64,366.09,0,4,84.02,4.2,1
C0417,M045,1,50,336.44,0,4,45.15,3.1,0
C0393,M015,1,25,132.05,1,0,48.73,4.3,1
C0499,M008,1,27,321.75,0,4,84.02,4.2,1
C0419,M039,1,43,228.49,1,0,32.24,3.0,0
C0499,M023,1,27,321.75,0,4,37.23,3.5,2
C0353,M025,1,47,205.22,0,1,34.2,5.0,2
C0414,M042,1,61,312.04,1,0,37.48,4.7,0
C0461,M036,1,63,143.26,1,1,30.04,5.0,0
C0401,M002,1,45,199.61,0,3,83.59,4.5,1
C0179,M010,1,44,298.63,1,1,73.6,4.9,1
C0224,M034,1,48,335.56,0,1,16.74,4.9,2
C0470,M033,1,58,260.14,0,1,23.34,4.7,2
C0150,M022,1,61,312.15,0,3,25.47,5.0,2
C0326,M028,0,21,118.7,0,3,15.0,3.1,2
C0065,M023,1,56,229.35,1,1,37.23,3.5,2
C0271,M044,1,29,243.67,1,2,22.4,4.2,0
C0375,M043,1,32,298.73,0,1,34.4,4.4,0
C0069,M045,1,50,222.58,1,1,45.15,3.1,0
C0298,M018,1,47,267.12,0,1,22.11,3.3,1
C0195,M029,1,52,106.99,0,1,22.0,3.2,2
C0028,M015,1,32,388.18,0,3,48.73,4.3,1
C0219,M031,1,44,212.32,1,0,15.0,4.2,2
C0152,M003,1,49,237.9,0,1,118.59,4.6,1
C0299,M035,1,60,318.11,0,3,48.1,2.9,2
C0135,M010,1,57,336.64,0,1,73.6,4.9,1
C0184,M031,1,27,289.15,1,3,15.0,4.2,2
C0233,M011,1,50,267.93,1,3,113.87,4.6,1
C0399,M020,0,22,160.84,1,1,88.49,3.1,1
C0250,M034,1,52,217.72,1,4,16.74,4.9,2
C0299,M024,1,60,318.11,0,3,18.17,3.7,2
C0154,M004,1,33,363.39,1,0,111.87,3.1,1
C0500,M033,1,29,494.59,0,3,23.34,4.7,2
C0211,M006,1,38,377.07,1,1,78.26,4.9,1
C0403,M031,1,31,201.04,0,1,15.0,4.2,2
C0034,M014,1,62,283.53,1,1,95.03,2.7,1
C0187,M041,1,43,320.8,1,3,32.56,4.9,0
C0158,M033,1,43,317.2,1,1,23.34,4.7,2
C0456,M017,1,22,180.3,1,2,92.38,4.5,1
C0394,M002,1,60,201.59,0,0,83.59,4.5,1
C0322,M008,1,51,145.23,1,1,84.02,4.2,1
C0430,M017,1,45,395.44,1,1,92.38,4.5,1
C0435,M006,1,51,221.05,0,0,78.26,4.9,1
C0094,M031,1,40,319.87,1,1,15.0,4.2,2
C0192,M032,1,38,358.13,0,3,15.0,3.0,2
C0222,M031,1,24,126.13,0,1,15.0,4.2,2
C0024,M033,1,19,88.96,1,1,23.34,4.7,2
C0412,M039,1,44,314.59,0,1,32.24,3.0,0
C0247,M011,0,34,235.47,0,1,113.87,4.6,1
C0081,M006,0,28,167.81,1,1,78.26,4.9,1
C0404,M025,1,38,287.42,0,1,34.2,5.0,2
C0434,M021,1,63,187.77,1,3,32.13,4.5,2
C0386,M024,1,29,244.74,0,1,18.17,3.7,2
C0433,M024,1,25,159.25,1,3,18.17,3.7,2
C0188,M027,1,43,212.84,1,2,15.0,4.3,2
C0380,M027,1,27,252.23,1,1,15.0,4.3,2
C0232,M037,1,42,282.14,1,3,57.51,3.8,0
C0059,M044,1,19,76.65,0,2,22.4,4.2,0
C0481,M009,1,43,315.95,1,0,93.4,4.9,1
C0496,M005,1,20,129.98,1,1,34.2,5.0,1
C0459,M036,0,61,221.6,1,1,30.04,5.0,0
C0394,M009,1,60,201.59,0,0,93.4,4.9,1
C0322,M038,1,51,145.23,1,1,64.32,3.1,0
C0215,M034,1,35,309.01,1,1,16.74,4.9,2
C0215,M046,1,35,309.01,1,1,34.35,3.1,0
C0408,M042,1,43,215.85,0,1,37.48,4.7,0
C0288,M001,1,42,289.01,0,1,111.94,4.3,1
C0427,M001,1,47,274.25,1,1,111.94,4.3,1
C0364,M036,1,57,325.81,0,1,30.04,5.0,0
C0296,M044,1,43,157.17,0,1,22.4,4.2,0
C0025,M027,1,23,166.15,1,3,15.0,4.3,2
C0171,M034,1,50,419.05,1,3,16.74,4.9,2
C0305,M008,1,62,282.02,1,4,84.02,4.2,1
C0009,M026,1,50,269.36,0,1,28.14,4.4,2
C0011,M006,1,42,315.32,1,1,78.26,4.9,1
C0003,M031,1,38,276.58,1,1,15.0,4.2,2
C0248,M036,1,30,139.94,0,2,30.04,5.0,0
C0171,M012,1,50,419.05,1,3,77.59,3.3,1
C0448,M029,1,35,209.95,0,1,22.0,3.2,2
C0306,M021,1,40,187.24,1,0,32.13,4.5,2
C0181,M017,1,50,420.64,0,4,92.38,4.5,1
C0474,M034,1,29,398.27,0,1,16.74,4.9,2
C0409,M011,1,58,233.2,1,1,113.87,4.6,1
C0327,M001,1,47,202.61,1,3,111.94,4.3,1
C0071,M029,1,49,400.89,0,1,22.0,3.2,2
C0351,M036,0,19,269.49,1,0,30.04,5.0,0
C0354,M027,1,28,450.5,1,4,15.0,4.3,2
C0307,M001,1,63,221.34,1,3,111.94,4.3,1
C0089,M042,1,36,388.75,0,3,37.48,4.7,0
C0243,M003,1,45,153.27,0,0,118.59,4.6,1
C0497,M021,0,54,328.86,1,1,32.13,4.5,2
C0266,M013,1,18,117.54,1,1,37.85,2.8,1
C0404,M026,1,38,287.42,0,1,28.14,4.4,2
C0069,M011,1,50,222.58,1,1,113.87,4.6,1
C0397,M017,0,60,258.75,1,0,92.38,4.5,1
C0380,M015,1,27,252.23,1,1,48.73,4.3,1
C0175,M002,1,36,416.32,0,1,83.59,4.5,1
C0120,M034,1,36,339.43,1,1,16.74,4.9,2
C0483,M038,1,57,174.05,0,3,64.32,3.1,0
C0143,M015,1,32,222.72,1,1,48.73,4.3,1
C0138,M036,1,42,114.65,1,2,30.04,5.0,0
C0184,M043,0,27,289.15,1,3,34.4,4.4,0
C0365,M031,1,25,96.19,1,0,15.0,4.2,2
C0333,M034,1,28,323.73,1,3,16.74,4.9,2
C0015,M043,1,20,170.85,0,4,34.4,4.4,0
C0072,M017,1,29,317.46,1,3,92.38,4.5,1
C0369,M043,1,34,276.08,0,2,34.4,4.4,0
C0254,M005,1,18,91.51,1,0,34.2,5.0,1
C0183,M038,1,29,343.93,0,0,64.32,3.1,0
